,Cam,Police,Population,Visibility,Safety
4667,Yes,Yes,Moderate,Moderate,3
4668,Yes,Yes,Moderate,Moderate,3
4669,Yes,Yes,Moderate,Moderate,3
4670,Yes,Yes,Moderate,Moderate,3
4671,Yes,Yes,Moderate,Moderate,3
4672,Yes,Yes,Moderate,Moderate,3
4673,Yes,Yes,Moderate,Moderate,3
4674,Yes,Yes,Moderate,Moderate,3
4675,Yes,Yes,Moderate,Moderate,3
4676,Yes,Yes,Moderate,Moderate,3
4677,Yes,Yes,Moderate,Moderate,3
4678,Yes,Yes,Moderate,Moderate,3
4679,Yes,Yes,Moderate,High,4
4680,Yes,Yes,Moderate,High,4
4681,Yes,Yes,Moderate,High,4
4682,Yes,Yes,Moderate,High,4
4683,Yes,Yes,Moderate,High,4
4684,Yes,Yes,Moderate,High,4
4685,Yes,Yes,Moderate,High,4
4686,Yes,Yes,Moderate,High,4
4687,Yes,Yes,Moderate,High,4
4688,Yes,Yes,Moderate,High,4
4689,Yes,Yes,Moderate,High,4
4690,Yes,Yes,Moderate,High,4
4691,Yes,Yes,Moderate,High,4
4692,Yes,Yes,Moderate,High,4
4693,Yes,Yes,Moderate,High,4
4694,Yes,Yes,Moderate,High,4
4695,Yes,Yes,Moderate,High,4
4696,Yes,Yes,Moderate,High,4
4697,Yes,Yes,Moderate,High,4
4698,Yes,Yes,Moderate,High,4
4699,Yes,Yes,Moderate,High,4
4700,Yes,Yes,Moderate,High,4
4701,Yes,Yes,Moderate,High,4
4702,Yes,Yes,Moderate,High,4
4703,Yes,Yes,Moderate,High,4
4704,Yes,Yes,Moderate,High,4
4705,Yes,Yes,Moderate,High,4
4706,Yes,Yes,Moderate,High,4
4707,Yes,Yes,Moderate,High,4
4708,Yes,Yes,Moderate,High,4
4709,Yes,Yes,Moderate,High,4
4710,Yes,Yes,Moderate,High,4
4711,Yes,Yes,Moderate,High,4
4712,Yes,Yes,Moderate,High,4
4713,Yes,Yes,Moderate,High,4
4714,Yes,Yes,Moderate,High,4
4715,Yes,Yes,Moderate,High,4
4716,Yes,Yes,Moderate,High,4
4717,Yes,Yes,Moderate,High,4
4718,Yes,Yes,Moderate,High,4
4719,Yes,Yes,Moderate,High,4
4720,Yes,Yes,Moderate,High,4
4721,Yes,Yes,Moderate,High,4
4722,Yes,Yes,Moderate,High,4
4723,Yes,Yes,Moderate,High,4
4724,Yes,Yes,Moderate,High,4
4725,Yes,Yes,Moderate,High,4
4726,Yes,Yes,Moderate,High,4
4727,Yes,Yes,Moderate,High,4
4728,Yes,Yes,Moderate,High,4
4729,Yes,Yes,Moderate,High,4
4730,Yes,Yes,Moderate,High,4
4731,Yes,Yes,Moderate,High,4
4732,Yes,Yes,Moderate,High,4
4733,Yes,Yes,Moderate,High,4
4734,Yes,Yes,Moderate,High,4
4735,Yes,Yes,Moderate,High,4
4736,Yes,Yes,Moderate,High,4
4737,Yes,Yes,Moderate,High,4
4738,Yes,Yes,Moderate,High,4
4739,Yes,Yes,Moderate,High,4
4740,Yes,Yes,Moderate,High,4
4741,Yes,Yes,Moderate,High,4
4742,Yes,Yes,Moderate,High,4
4743,Yes,Yes,Moderate,High,4
4744,Yes,Yes,Moderate,High,4
4745,Yes,Yes,Moderate,High,4
4746,Yes,Yes,Moderate,High,4
4747,Yes,Yes,Moderate,High,4
4748,Yes,Yes,Moderate,High,4
4749,Yes,Yes,Moderate,High,4
4750,Yes,Yes,Moderate,High,4
4751,Yes,Yes,Moderate,High,4
4752,Yes,Yes,Moderate,High,4
4753,Yes,Yes,Moderate,High,4
4754,Yes,Yes,Moderate,High,4
4755,Yes,Yes,Moderate,High,4
4756,Yes,Yes,Moderate,High,4
4757,Yes,Yes,Moderate,High,4
4758,Yes,Yes,Moderate,High,4
4759,Yes,Yes,Moderate,High,4
4760,Yes,Yes,Moderate,High,4
4761,Yes,Yes,Moderate,High,4
4762,Yes,Yes,High,Low,3
4763,Yes,Yes,High,Low,3
4764,Yes,Yes,High,Low,3
4765,Yes,Yes,High,Low,3
4766,Yes,Yes,High,Low,3
4767,Yes,Yes,High,Low,3
4768,Yes,Yes,High,Low,3
4769,Yes,Yes,High,Low,3
4770,Yes,Yes,High,Low,3
4771,Yes,Yes,High,Low,3
4772,Yes,Yes,High,Low,3
4773,Yes,Yes,High,Low,3
4774,Yes,Yes,High,Low,3
4775,Yes,Yes,High,Low,3
4776,Yes,Yes,High,Low,3
4777,Yes,Yes,High,Low,3
4778,Yes,Yes,High,Low,3
4779,Yes,Yes,High,Low,3
4780,Yes,Yes,High,Low,3
4781,Yes,Yes,High,Low,3
4782,Yes,Yes,High,Low,3
4783,Yes,Yes,High,Low,3
4784,Yes,Yes,High,Low,3
4785,Yes,Yes,High,Low,3
4786,Yes,Yes,High,Low,3
4787,Yes,Yes,High,Low,3
4788,Yes,Yes,High,Low,3
4789,Yes,Yes,High,Low,3
4790,Yes,Yes,High,Low,3
4791,Yes,Yes,High,Low,3
4792,Yes,Yes,High,Low,3
4793,Yes,Yes,High,Low,3
4794,Yes,Yes,High,Low,3
4795,Yes,Yes,High,Low,3
4796,Yes,Yes,High,Low,3
4797,Yes,Yes,High,Low,3
4798,Yes,Yes,High,Low,3
4799,Yes,Yes,High,Low,3
4800,Yes,Yes,High,Low,3
4801,Yes,Yes,High,Low,3
4802,Yes,Yes,High,Low,3
4803,Yes,Yes,High,Low,3
4804,Yes,Yes,High,Low,3
4805,Yes,Yes,High,Low,3
4806,Yes,Yes,High,Low,3
4807,Yes,Yes,High,Low,3
4808,Yes,Yes,High,Low,3
4809,Yes,Yes,High,Low,3
4810,Yes,Yes,High,Low,3
4811,Yes,Yes,High,Low,3
4812,Yes,Yes,High,Low,3
4813,Yes,Yes,High,Low,3
4814,Yes,Yes,High,Low,3
4815,Yes,Yes,High,Low,3
4816,Yes,Yes,High,Low,3
4817,Yes,Yes,High,Low,3
4818,Yes,Yes,High,Low,3
4819,Yes,Yes,High,Low,3
4820,Yes,Yes,High,Low,3
4821,Yes,Yes,High,Moderate,4
4822,Yes,Yes,High,Moderate,4
4823,Yes,Yes,High,Moderate,4
4824,Yes,Yes,High,Moderate,4
4825,Yes,Yes,High,Moderate,4
4826,Yes,Yes,High,Moderate,4
4827,Yes,Yes,High,Moderate,4
4828,Yes,Yes,High,Moderate,4
4829,Yes,Yes,High,Moderate,4
4830,Yes,Yes,High,Moderate,4
4831,Yes,Yes,High,Moderate,4
4832,Yes,Yes,High,Moderate,4
4833,Yes,Yes,High,Moderate,4
4834,Yes,Yes,High,Moderate,4
4835,Yes,Yes,High,Moderate,4
4836,Yes,Yes,High,Moderate,4
4837,Yes,Yes,High,Moderate,4
4838,Yes,Yes,High,Moderate,4
4839,Yes,Yes,High,Moderate,4
4840,Yes,Yes,High,Moderate,4
4841,Yes,Yes,High,Moderate,4
4842,Yes,Yes,High,Moderate,4
4843,Yes,Yes,High,Moderate,4
4844,Yes,Yes,High,Moderate,4
4845,Yes,Yes,High,Moderate,4
4846,Yes,Yes,High,Moderate,4
4847,Yes,Yes,High,Moderate,4
4848,Yes,Yes,High,Moderate,4
4849,Yes,Yes,High,Moderate,4
4850,Yes,Yes,High,Moderate,4
4851,Yes,Yes,High,Moderate,4
4852,Yes,Yes,High,Moderate,4
4853,Yes,Yes,High,Moderate,4
4854,Yes,Yes,High,Moderate,4
4855,Yes,Yes,High,Moderate,4
4856,Yes,Yes,High,Moderate,4
4857,Yes,Yes,High,Moderate,4
4858,Yes,Yes,High,Moderate,4
4859,Yes,Yes,High,Moderate,4
4860,Yes,Yes,High,Moderate,4
4861,Yes,Yes,High,Moderate,4
4862,Yes,Yes,High,Moderate,4
4863,Yes,Yes,High,Moderate,4
4864,Yes,Yes,High,Moderate,4
4865,Yes,Yes,High,Moderate,4
4866,Yes,Yes,High,Moderate,4
4867,Yes,Yes,High,Moderate,4
4868,Yes,Yes,High,Moderate,4
4869,Yes,Yes,High,Moderate,4
4870,Yes,Yes,High,Moderate,4
4871,Yes,Yes,High,Moderate,4
4872,Yes,Yes,High,Moderate,4
4873,Yes,Yes,High,Moderate,4
4874,Yes,Yes,High,Moderate,4
4875,Yes,Yes,High,Moderate,4
4876,Yes,Yes,High,Moderate,4
4877,Yes,Yes,High,Moderate,4
4878,Yes,Yes,High,Moderate,4
4879,Yes,Yes,High,Moderate,4
4880,Yes,Yes,High,Moderate,4
4881,Yes,Yes,High,Moderate,4
4882,Yes,Yes,High,Moderate,4
4883,Yes,Yes,High,Moderate,4
4884,Yes,Yes,High,Moderate,4
4885,Yes,Yes,High,Moderate,4
4886,Yes,Yes,High,Moderate,4
4887,Yes,Yes,High,Moderate,4
4888,Yes,Yes,High,Moderate,4
4889,Yes,Yes,High,Moderate,4
4890,Yes,Yes,High,Moderate,4
4891,Yes,Yes,High,Moderate,4
4892,Yes,Yes,High,Moderate,4
4893,Yes,Yes,High,Moderate,4
4894,Yes,Yes,High,Moderate,4
4895,Yes,Yes,High,Moderate,4
4896,Yes,Yes,High,Moderate,4
4897,Yes,Yes,High,Moderate,4
4898,Yes,Yes,High,Moderate,4
4899,Yes,Yes,High,Moderate,4
4900,Yes,Yes,High,Moderate,4
4901,Yes,Yes,High,Moderate,4
4902,Yes,Yes,High,Moderate,4
4903,Yes,Yes,High,Moderate,4
4904,Yes,Yes,High,High,4
4905,Yes,Yes,High,High,4
4906,Yes,Yes,High,High,4
4907,Yes,Yes,High,High,4
4908,Yes,Yes,High,High,4
4909,Yes,Yes,High,High,4
4910,Yes,Yes,High,High,4
4911,Yes,Yes,High,High,4
4912,Yes,Yes,High,High,4
4913,Yes,Yes,High,High,4
4914,Yes,Yes,High,High,4
4915,Yes,Yes,High,High,4
4916,Yes,Yes,High,High,4
4917,Yes,Yes,High,High,4
4918,Yes,Yes,High,High,4
4919,Yes,Yes,High,High,4
4920,Yes,Yes,High,High,4
4921,Yes,Yes,High,High,4
4922,Yes,Yes,High,High,4
4923,Yes,Yes,High,High,4
4924,Yes,Yes,High,High,4
4925,Yes,Yes,High,High,4
4926,Yes,Yes,High,High,4
4927,Yes,Yes,High,High,4
4928,Yes,Yes,High,High,4
4929,Yes,Yes,High,High,4
4930,Yes,Yes,High,High,4
4931,Yes,Yes,High,High,4
4932,Yes,Yes,High,High,4
4933,Yes,Yes,High,High,4
4934,Yes,Yes,High,High,4
4935,Yes,Yes,High,High,4
4936,Yes,Yes,High,High,4
4937,Yes,Yes,High,High,4
4938,Yes,Yes,High,High,4
4939,Yes,Yes,High,High,4
4940,Yes,Yes,High,High,4
4941,Yes,Yes,High,High,4
4942,Yes,Yes,High,High,4
4943,Yes,Yes,High,High,4
4944,Yes,Yes,High,High,4
4945,Yes,Yes,High,High,4
4946,Yes,Yes,High,High,4
4947,Yes,Yes,High,High,4
4948,Yes,Yes,High,High,4
4949,Yes,Yes,High,High,4
4950,Yes,Yes,High,High,4
4951,Yes,Yes,High,High,4
4952,Yes,Yes,High,High,4
4953,Yes,Yes,High,High,4
4954,Yes,Yes,High,High,4
4955,Yes,Yes,High,High,4
4956,Yes,Yes,High,High,4
4957,Yes,Yes,High,High,4
4958,Yes,Yes,High,High,4
4959,Yes,Yes,High,High,4
4960,Yes,Yes,High,High,4
4961,Yes,Yes,High,High,4
4962,Yes,Yes,High,High,4
4963,Yes,Yes,High,High,4
4964,Yes,Yes,High,High,4
4965,Yes,Yes,High,High,4
4966,Yes,Yes,High,High,4
4967,Yes,Yes,High,High,4
4968,Yes,Yes,High,High,4
4969,Yes,Yes,High,High,4
4970,Yes,Yes,High,High,4
4971,Yes,Yes,High,High,4
4972,Yes,Yes,High,High,4
4973,Yes,Yes,High,High,4
4974,Yes,Yes,High,High,4
4975,Yes,Yes,High,High,4
4976,Yes,Yes,High,High,4
4977,Yes,Yes,High,High,4
4978,Yes,Yes,High,High,4
4979,Yes,Yes,High,High,4
4980,Yes,Yes,High,High,4
4981,Yes,Yes,High,High,4
4982,Yes,Yes,High,High,4
4983,Yes,Yes,High,High,4
4984,Yes,Yes,High,High,4
4985,Yes,Yes,High,High,4
4986,Yes,Yes,High,High,4
